total_chars_name,total_chars_description,total_chars_username,name_equals_username,total_numbers_name,total_numbers_username,total_emojis_name,total_emojis_username,total_words_description,total_emojis_description,total_numbers_description,total_words_name,followers,friends,age,gen,org
7.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,142.0,0.0,M,N
13.0,62.0,10.0,0.0,0.0,0.0,2.0,0.0,9.0,2.0,0.0,2.0,45.0,357.0,0.0,M,N
8.0,105.0,11.0,0.0,0.0,4.0,0.0,0.0,13.0,0.0,4.0,2.0,255.0,620.0,3.0,U,Y
13.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,653.0,384.0,1.0,M,N
5.0,122.0,7.0,0.0,0.0,4.0,0.0,0.0,16.0,4.0,1.0,1.0,47.0,27.0,0.0,F,N
7.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,99.0,1.0,U,Y
17.0,157.0,7.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,3.0,379.0,1960.0,3.0,M,N
16.0,87.0,15.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,2.0,7.0,50.0,0.0,M,N
5.0,99.0,7.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,2.0,171.0,1751.0,0.0,M,N
7.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,215.0,192.0,2.0,F,N
11.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,U,Y
15.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,108.0,1281.0,1.0,F,N
13.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,405.0,2.0,M,N
17.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,2.0,87.0,495.0,1.0,M,N
20.0,143.0,10.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,3.0,1075.0,61.0,2.0,M,N
17.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,802.0,903.0,1.0,M,N
5.0,83.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,15.0,1.0,6160.0,1365.0,3.0,U,Y
23.0,160.0,11.0,0.0,2.0,6.0,1.0,0.0,14.0,0.0,0.0,2.0,112.0,595.0,3.0,F,N
59.0,83.0,13.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,10.0,686.0,225.0,,,
5.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,41.0,36.0,0.0,F,N
10.0,103.0,11.0,0.0,0.0,3.0,1.0,0.0,20.0,2.0,0.0,2.0,185.0,164.0,3.0,M,N
15.0,151.0,11.0,0.0,0.0,1.0,0.0,0.0,20.0,1.0,1.0,3.0,141.0,719.0,1.0,M,N
7.0,160.0,11.0,0.0,0.0,6.0,0.0,0.0,20.0,0.0,0.0,1.0,80.0,319.0,3.0,M,N
9.0,74.0,8.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,2.0,2.0,1.0,6.0,3.0,M,N
10.0,80.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,4.0,1.0,1517.0,2543.0,0.0,M,N
4.0,24.0,13.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,1.0,631.0,83.0,3.0,M,N
8.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,35.0,0.0,U,Y
16.0,15.0,10.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,5.0,33.0,3.0,M,N
13.0,0.0,12.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,U,Y
9.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,230.0,145.0,0.0,M,N
7.0,79.0,15.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,3.0,0.0,F,N
4.0,35.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,347.0,328.0,0.0,M,N
3.0,23.0,15.0,0.0,0.0,8.0,0.0,0.0,3.0,4.0,0.0,1.0,79.0,485.0,0.0,M,N
8.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1586.0,1290.0,2.0,F,N
2.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,179.0,90.0,1.0,M,N
3.0,38.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,69.0,111.0,1.0,M,N
13.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,87.0,323.0,1.0,M,N
18.0,58.0,15.0,0.0,0.0,3.0,0.0,0.0,13.0,4.0,2.0,1.0,148.0,316.0,0.0,U,Y
10.0,69.0,15.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,205.0,246.0,0.0,U,Y
4.0,71.0,15.0,0.0,0.0,13.0,0.0,0.0,12.0,0.0,0.0,1.0,10.0,173.0,3.0,M,N
9.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,148.0,3.0,M,N
8.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,104.0,187.0,1.0,M,N
7.0,6.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,80.0,0.0,U,Y
11.0,70.0,15.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,600.0,343.0,0.0,M,N
8.0,0.0,14.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,83.0,108.0,1.0,U,Y
4.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,129.0,81.0,0.0,M,N
14.0,0.0,9.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,680.0,3154.0,1.0,U,Y
11.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,207.0,566.0,2.0,F,N
14.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,206.0,3.0,M,N
8.0,4.0,10.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,77.0,3.0,M,N
22.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,2.0,3.0,158.0,556.0,,,
4.0,23.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,657.0,204.0,0.0,F,N
5.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,158.0,1.0,M,N
4.0,31.0,8.0,0.0,0.0,2.0,0.0,0.0,8.0,4.0,0.0,1.0,1703.0,1005.0,0.0,M,N
13.0,111.0,9.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,2.0,34.0,128.0,3.0,M,N
6.0,28.0,9.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,232.0,196.0,1.0,M,N
10.0,0.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,0.0,M,N
7.0,56.0,15.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,1.0,100.0,375.0,2.0,M,N
9.0,2.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,19.0,193.0,2.0,M,N
15.0,77.0,14.0,0.0,0.0,0.0,2.0,0.0,16.0,1.0,0.0,2.0,20.0,24.0,0.0,F,N
15.0,28.0,8.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,3.0,66.0,920.0,1.0,M,N
4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,2.0,M,N
8.0,0.0,12.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0,418.0,0.0,M,N
6.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,76.0,79.0,0.0,F,N
17.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,156.0,304.0,3.0,M,N
15.0,53.0,11.0,0.0,0.0,0.0,2.0,0.0,9.0,4.0,0.0,3.0,399.0,269.0,2.0,M,N
17.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,F,N
12.0,95.0,15.0,0.0,0.0,0.0,1.0,0.0,21.0,6.0,3.0,3.0,52.0,866.0,0.0,F,N
5.0,63.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,390.0,529.0,0.0,F,N
15.0,77.0,14.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,2.0,2.0,1897.0,236.0,1.0,M,N
25.0,0.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,50.0,157.0,0.0,M,N
1.0,27.0,15.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,3.0,1.0,54.0,79.0,0.0,F,N
14.0,0.0,14.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0,99.0,3.0,F,N
13.0,156.0,12.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,2.0,1906.0,1870.0,3.0,F,N
23.0,68.0,15.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,88.0,244.0,3.0,M,N
8.0,16.0,13.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,40.0,0.0,0.0,U,Y
1.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,316.0,2024.0,0.0,M,N
8.0,55.0,8.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,863.0,1025.0,0.0,F,N
5.0,5.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,69.0,621.0,2.0,M,N
11.0,125.0,15.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,121.0,65.0,2.0,M,N
15.0,121.0,11.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,0.0,3.0,85.0,184.0,0.0,M,N
9.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,365.0,1.0,M,N
9.0,86.0,12.0,0.0,0.0,3.0,0.0,0.0,12.0,5.0,0.0,1.0,3634.0,5499.0,2.0,F,N
12.0,155.0,11.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,2.0,1289.0,431.0,3.0,F,N
18.0,3.0,12.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,1.0,M,N
4.0,9.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,48.0,3.0,M,N
19.0,23.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,3.0,159.0,1081.0,2.0,F,N
15.0,82.0,9.0,0.0,0.0,1.0,1.0,0.0,15.0,0.0,4.0,3.0,39.0,86.0,0.0,M,N
7.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1235.0,2517.0,3.0,M,N
14.0,46.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,533.0,1065.0,3.0,M,N
13.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,168.0,478.0,3.0,M,N
6.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,31.0,0.0,F,N
8.0,0.0,15.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,28.0,81.0,2.0,F,N
12.0,0.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,54.0,0.0,F,N
9.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,F,N
4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,287.0,0.0,U,Y
7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,373.0,1396.0,3.0,F,N
7.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,232.0,189.0,3.0,M,N
9.0,11.0,11.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,5.0,5.0,195.0,12.0,1.0,U,Y
18.0,131.0,10.0,0.0,0.0,2.0,0.0,0.0,21.0,1.0,1.0,3.0,80.0,79.0,1.0,F,N
11.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,686.0,0.0,F,N
3.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,701.0,0.0,F,N
11.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,24.0,2.0,F,N
8.0,124.0,15.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,1.0,416.0,1120.0,3.0,F,N
22.0,78.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,3.0,23.0,49.0,1.0,M,N
3.0,36.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,85.0,21.0,0.0,M,N
12.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,217.0,449.0,1.0,M,N
4.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2.0,U,Y
6.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,U,Y
13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,419.0,1166.0,1.0,F,N
23.0,103.0,14.0,0.0,0.0,2.0,0.0,0.0,11.0,2.0,0.0,3.0,711.0,1952.0,2.0,M,N
6.0,0.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,110.0,3.0,F,N
9.0,0.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,26.0,2.0,U,Y
21.0,146.0,15.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,4.0,231.0,403.0,3.0,U,Y
11.0,150.0,15.0,0.0,0.0,5.0,0.0,0.0,28.0,11.0,0.0,2.0,42.0,47.0,3.0,M,N
4.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,10.0,1.0,F,N
15.0,142.0,13.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,4.0,1585.0,754.0,1.0,M,N
12.0,121.0,14.0,0.0,0.0,7.0,0.0,0.0,19.0,6.0,0.0,2.0,53.0,221.0,1.0,M,N
15.0,115.0,11.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,12.0,2.0,211.0,529.0,0.0,U,Y
11.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,275.0,1617.0,2.0,M,N
6.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,167.0,3.0,M,N
12.0,52.0,14.0,0.0,0.0,2.0,0.0,0.0,10.0,4.0,0.0,2.0,175.0,961.0,3.0,M,N
2.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,12.0,12.0,1.0,M,N
15.0,112.0,19.0,0.0,0.0,0.0,4.0,0.0,17.0,14.0,2.0,2.0,502.0,1424.0,3.0,M,N
15.0,151.0,11.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,4.0,2.0,1122.0,540.0,1.0,M,N
14.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,F,N
12.0,0.0,14.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,26.0,0.0,U,Y
10.0,106.0,15.0,0.0,0.0,5.0,0.0,0.0,13.0,5.0,1.0,1.0,0.0,1.0,2.0,U,Y
13.0,56.0,7.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,374.0,921.0,3.0,M,N
2.0,46.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,33.0,163.0,0.0,M,N
2.0,56.0,8.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,1.0,0.0,8.0,0.0,F,N
17.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,96.0,2.0,M,N
10.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,127.0,228.0,1.0,M,N
33.0,121.0,9.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,7.0,146.0,631.0,3.0,U,Y
12.0,0.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,57.0,1.0,M,N
3.0,24.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,56.0,92.0,0.0,U,Y
2.0,4.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,10.0,53.0,0.0,M,N
20.0,31.0,11.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,1.0,19.0,57.0,3.0,M,N
7.0,144.0,13.0,0.0,0.0,0.0,1.0,0.0,20.0,6.0,23.0,2.0,26414.0,5236.0,3.0,M,N
4.0,24.0,12.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,F,N
3.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,12.0,1.0,F,N
12.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,40.0,1.0,M,N
7.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,89.0,2480.0,1.0,M,N
19.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,590.0,2694.0,0.0,M,N
14.0,148.0,13.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,2.0,2376.0,182.0,1.0,M,N
11.0,123.0,9.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,6855.0,909.0,3.0,U,Y
15.0,101.0,15.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,2.0,16.0,248.0,2.0,M,N
15.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,170.0,88.0,3.0,M,N
10.0,99.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,2049.0,112.0,2.0,F,N
13.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,69.0,146.0,1.0,M,N
6.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0,29.0,1.0,M,N
13.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,164.0,187.0,3.0,M,N
11.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,3.0,3.0,M,N
19.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,77.0,14.0,3.0,M,N
12.0,150.0,11.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,6.0,2.0,3602.0,3907.0,3.0,M,N
10.0,0.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,715.0,3.0,M,N
7.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,33.0,2.0,M,N
4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,221.0,1816.0,1.0,M,N
42.0,0.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,1429.0,683.0,3.0,F,N
30.0,145.0,9.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,3.0,797.0,1453.0,3.0,F,N
6.0,38.0,10.0,0.0,0.0,4.0,0.0,0.0,6.0,1.0,0.0,1.0,491.0,534.0,1.0,F,N
2.0,23.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,936.0,264.0,0.0,F,N
6.0,0.0,12.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0,328.0,1.0,M,N
2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,M,N
7.0,52.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,21.0,106.0,0.0,M,N
7.0,62.0,9.0,0.0,0.0,5.0,1.0,0.0,9.0,0.0,0.0,2.0,60.0,155.0,0.0,M,N
15.0,33.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,185.0,253.0,0.0,M,N
15.0,153.0,7.0,0.0,0.0,1.0,0.0,0.0,11.0,3.0,0.0,2.0,158.0,57.0,2.0,U,Y
3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,179.0,1.0,M,N
9.0,26.0,13.0,0.0,0.0,2.0,0.0,0.0,2.0,19.0,0.0,2.0,119.0,1453.0,0.0,M,N
31.0,163.0,12.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,4.0,6.0,20675.0,261.0,1.0,F,N
13.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,898.0,5175.0,2.0,M,N
13.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,879.0,5683.0,0.0,F,N
13.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,125.0,163.0,2.0,F,N
6.0,155.0,6.0,0.0,0.0,3.0,2.0,0.0,9.0,2.0,2.0,1.0,234.0,318.0,1.0,M,N
13.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,3.0,M,N
9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,460.0,1110.0,0.0,U,Y
16.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1655.0,5594.0,1.0,M,N
13.0,83.0,11.0,0.0,3.0,1.0,0.0,0.0,15.0,0.0,5.0,2.0,9.0,5.0,0.0,M,N
16.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,97.0,154.0,1.0,F,N
14.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,63.0,303.0,0.0,F,N
14.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,63.0,303.0,2.0,F,N
22.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,72.0,644.0,1.0,F,N
13.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,172.0,2157.0,3.0,F,N
15.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,19.0,1.0,M,N
12.0,120.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,2.0,22.0,33.0,3.0,U,Y
15.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,29546.0,44.0,1.0,F,N
8.0,159.0,13.0,0.0,0.0,0.0,1.0,0.0,62.0,1.0,0.0,3.0,44.0,81.0,0.0,F,N
25.0,81.0,11.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,10.0,4.0,675.0,748.0,2.0,U,Y
9.0,52.0,12.0,0.0,0.0,3.0,0.0,0.0,10.0,2.0,0.0,2.0,2445.0,2477.0,0.0,M,N
4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,0.0,F,N
12.0,0.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,55.0,323.0,1.0,F,N
5.0,28.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,123.0,1615.0,0.0,M,N
16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,491.0,3741.0,2.0,M,N
6.0,52.0,8.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,2.0,585.0,542.0,0.0,F,N
17.0,35.0,9.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,3.0,46.0,103.0,1.0,M,N
7.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,118.0,71.0,1.0,M,N
10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,37.0,1.0,M,N
10.0,82.0,11.0,0.0,0.0,2.0,0.0,0.0,11.0,13.0,0.0,2.0,1186.0,2609.0,2.0,F,N
4.0,50.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,1.0,61.0,63.0,2.0,M,N
5.0,0.0,11.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,66.0,3.0,U,Y
13.0,17.0,16.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,12.0,2.0,1166.0,843.0,3.0,M,N
6.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,75.0,587.0,1.0,M,N
26.0,156.0,12.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3.0,505.0,208.0,3.0,U,Y
24.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,80.0,1043.0,1.0,M,N
12.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,99.0,95.0,3.0,M,N
17.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,289.0,1010.0,3.0,M,N
5.0,63.0,10.0,0.0,0.0,3.0,0.0,0.0,5.0,3.0,0.0,1.0,1336.0,711.0,2.0,F,N
13.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,163.0,553.0,1.0,M,N
19.0,40.0,9.0,0.0,0.0,2.0,0.0,0.0,6.0,4.0,3.0,2.0,1373.0,1506.0,1.0,M,N
10.0,0.0,15.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,82.0,88.0,1.0,F,N
3.0,22.0,7.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0,21.0,24.0,2.0,F,N
12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,146.0,757.0,0.0,M,N
1.0,64.0,10.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,1.0,20.0,193.0,0.0,F,N
15.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,107.0,1.0,F,N
