total_chars_name,total_chars_description,total_chars_username,name_equals_username,total_numbers_name,total_numbers_username,total_emojis_name,total_emojis_username,total_words_description,total_emojis_description,total_numbers_description,total_words_name,followers,friends,age,gen,org
9.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,34.0,3.0,M,N
6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,9.0,1.0,M,N
15.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,36.0,,,
4.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,3.0,M,N
16.0,23.0,8.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,41.0,102.0,0.0,F,N
10.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,24.0,3.0,M,N
13.0,20.0,11.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,8.0,8.0,0.0,M,N
9.0,132.0,13.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,3.0,2.0,233.0,732.0,0.0,F,N
3.0,66.0,15.0,0.0,0.0,12.0,0.0,0.0,11.0,0.0,0.0,1.0,24.0,17.0,0.0,M,N
15.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,U,Y
12.0,13.0,13.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,18.0,2.0,M,N
7.0,137.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,18.0,49.0,1.0,M,N
14.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,21.0,2.0,M,N
12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,228.0,537.0,3.0,M,N
15.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36.0,2.0,M,N
23.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,29.0,92.0,3.0,F,N
23.0,129.0,11.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,3.0,962.0,307.0,0.0,M,N
10.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,128.0,3.0,U,Y
6.0,0.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,M,N
14.0,36.0,15.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,2.0,401.0,392.0,2.0,M,N
11.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,75.0,466.0,3.0,M,N
11.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,1.0,M,N
12.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,109.0,0.0,F,N
14.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,75.0,1156.0,3.0,M,N
13.0,37.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,397.0,501.0,0.0,F,N
11.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,122.0,0.0,M,N
2.0,18.0,10.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,1.0,114.0,137.0,2.0,F,N
12.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,217.0,1.0,M,N
16.0,0.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,362.0,3.0,U,Y
1.0,71.0,8.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,10.0,1.0,576.0,667.0,0.0,F,N
7.0,62.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,26.0,250.0,0.0,M,N
8.0,7.0,11.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,60.0,1115.0,2.0,M,N
9.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,544.0,1029.0,3.0,M,N
11.0,75.0,13.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,1.0,9.0,39.0,0.0,F,N
15.0,159.0,14.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,2.0,1203.0,144.0,3.0,M,N
15.0,13.0,8.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,154.0,114.0,2.0,M,N
11.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,2.0,101.0,1418.0,3.0,M,N
10.0,80.0,15.0,0.0,0.0,6.0,2.0,0.0,17.0,4.0,1.0,1.0,653.0,814.0,0.0,F,N
16.0,96.0,13.0,0.0,0.0,0.0,2.0,0.0,22.0,5.0,2.0,2.0,231.0,33.0,0.0,F,N
8.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,2.0,M,N
13.0,91.0,9.0,0.0,0.0,5.0,0.0,0.0,16.0,5.0,0.0,2.0,49.0,63.0,0.0,F,N
16.0,97.0,12.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,2.0,1973.0,2323.0,0.0,M,N
28.0,61.0,10.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,105.0,107.0,0.0,M,N
19.0,162.0,8.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0,3.0,66678.0,2709.0,3.0,F,N
16.0,114.0,12.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,3.0,120.0,167.0,3.0,F,N
13.0,25.0,10.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,2.0,157.0,948.0,0.0,M,N
8.0,14.0,11.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,20.0,241.0,0.0,M,N
3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1845.0,499.0,0.0,M,N
6.0,0.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,167.0,1624.0,0.0,F,N
4.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,141.0,1233.0,1.0,M,N
11.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,301.0,1336.0,0.0,M,N
23.0,152.0,15.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,17.0,4.0,15.0,133.0,0.0,M,N
7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,92.0,211.0,0.0,U,Y
13.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,551.0,1608.0,2.0,M,N
15.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,114.0,180.0,3.0,M,N
12.0,0.0,14.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,31.0,2.0,M,N
4.0,61.0,7.0,0.0,0.0,0.0,1.0,0.0,11.0,3.0,2.0,1.0,257.0,262.0,1.0,M,N
13.0,92.0,11.0,0.0,0.0,0.0,2.0,0.0,17.0,3.0,0.0,3.0,490.0,490.0,1.0,F,N
11.0,160.0,13.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,56.0,356.0,3.0,F,N
13.0,111.0,13.0,0.0,0.0,0.0,0.0,0.0,21.0,5.0,0.0,2.0,984.0,723.0,1.0,F,N
18.0,138.0,11.0,0.0,0.0,0.0,1.0,0.0,19.0,3.0,0.0,2.0,721.0,1828.0,3.0,F,N
7.0,0.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,167.0,3.0,U,Y
17.0,22.0,8.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,2.0,1894.0,4771.0,1.0,M,N
15.0,45.0,12.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,3069.0,7482.0,3.0,M,N
14.0,100.0,11.0,0.0,0.0,0.0,1.0,0.0,16.0,6.0,0.0,3.0,1779.0,1758.0,0.0,M,N
17.0,35.0,12.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,3.0,1430.0,1877.0,2.0,M,N
14.0,69.0,23.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,14225.0,6210.0,3.0,F,N
13.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18668.0,6207.0,2.0,M,N
23.0,128.0,16.0,0.0,0.0,0.0,1.0,0.0,22.0,6.0,2.0,3.0,93959.0,6219.0,1.0,F,N
12.0,28.0,15.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,12.0,2.0,744.0,2133.0,2.0,M,N
12.0,102.0,11.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,0.0,2.0,1689.0,1398.0,2.0,F,N
4.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,376.0,1563.0,0.0,M,N
9.0,127.0,12.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,2.0,2.0,70.0,7.0,3.0,M,N
16.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1220.0,1764.0,3.0,M,N
16.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,1188.0,1131.0,1.0,F,N
13.0,26.0,11.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,3.0,239.0,309.0,0.0,M,N
33.0,52.0,14.0,0.0,0.0,0.0,3.0,0.0,7.0,5.0,0.0,6.0,1173.0,1526.0,0.0,F,N
21.0,133.0,19.0,0.0,0.0,2.0,0.0,0.0,18.0,0.0,0.0,5.0,721.0,3386.0,3.0,U,Y
11.0,129.0,9.0,0.0,0.0,4.0,2.0,0.0,21.0,5.0,0.0,1.0,5054.0,4158.0,1.0,M,N
3.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,123.0,3.0,M,N
11.0,30.0,9.0,0.0,4.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,14.0,265.0,0.0,M,N
6.0,87.0,8.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,8.0,2.0,308.0,111.0,0.0,M,N
8.0,37.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,66.0,11.0,1.0,M,N
23.0,148.0,6.0,0.0,0.0,1.0,2.0,0.0,26.0,2.0,2.0,3.0,764.0,426.0,1.0,M,N
33.0,86.0,13.0,0.0,0.0,8.0,0.0,0.0,11.0,0.0,0.0,3.0,51.0,386.0,0.0,M,N
12.0,160.0,8.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,3.0,2.0,9925.0,3308.0,2.0,M,N
12.0,152.0,10.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,7.0,2.0,9181.0,6653.0,2.0,M,N
16.0,38.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,3.0,33.0,1.0,F,N
6.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,77.0,1.0,M,N
17.0,87.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,466.0,2216.0,0.0,M,N
7.0,0.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,257.0,1669.0,1.0,M,N
16.0,64.0,14.0,0.0,2.0,2.0,0.0,0.0,10.0,4.0,0.0,1.0,152.0,443.0,2.0,U,Y
41.0,89.0,12.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,0.0,7.0,823.0,1268.0,0.0,U,Y
5.0,0.0,13.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,62.0,0.0,M,N
16.0,63.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,13.0,287.0,0.0,M,N
16.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,19.0,1.0,M,N
7.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,112.0,1.0,U,Y
9.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,58.0,65.0,1.0,F,N
13.0,147.0,13.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,2.0,188.0,379.0,1.0,F,N
12.0,57.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,105.0,215.0,2.0,F,N
4.0,0.0,15.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,265.0,401.0,2.0,M,N
5.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,12.0,147.0,0.0,M,N
9.0,142.0,15.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,11.0,2.0,482.0,685.0,1.0,F,N
11.0,123.0,11.0,0.0,3.0,2.0,0.0,0.0,20.0,13.0,2.0,1.0,3682.0,2304.0,0.0,M,N
55.0,111.0,25.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,7.0,727.0,284.0,3.0,U,Y
8.0,97.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,11.0,1.0,1190.0,145.0,1.0,U,Y
15.0,97.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,40.0,345.0,3.0,U,Y
16.0,121.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,11.0,2.0,1995.0,629.0,3.0,U,Y
16.0,147.0,15.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,2.0,4063.0,362.0,3.0,U,Y
17.0,82.0,15.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,70.0,68.0,3.0,M,N
13.0,145.0,11.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,30.0,3.0,1449.0,6464.0,0.0,U,Y
24.0,115.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,3.0,1347.0,2860.0,0.0,U,Y
47.0,81.0,20.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,10.0,7.0,7357.0,7012.0,0.0,U,Y
34.0,125.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,20.0,5.0,5133.0,3403.0,3.0,F,N
11.0,146.0,10.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,3.0,2.0,6181.0,1074.0,2.0,U,Y
10.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,F,N
11.0,150.0,12.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,18507.0,710.0,3.0,M,N
17.0,65.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,49.0,311.0,3.0,M,N
4.0,0.0,15.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,283.0,2.0,M,N
4.0,24.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2576.0,117.0,3.0,M,N
17.0,16.0,19.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,329.0,1913.0,1.0,M,N
9.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,101.0,202.0,2.0,M,N
15.0,103.0,11.0,0.0,0.0,3.0,0.0,0.0,14.0,0.0,0.0,1.0,56.0,104.0,3.0,M,N
22.0,17.0,10.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,23.0,49.0,0.0,F,N
13.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,40.0,35.0,0.0,M,N
5.0,16.0,12.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,2.0,281.0,193.0,1.0,F,N
10.0,117.0,9.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,2.0,6.0,15.0,0.0,M,N
13.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,89.0,0.0,U,Y
19.0,4.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,79.0,480.0,1.0,M,N
15.0,138.0,9.0,0.0,0.0,4.0,2.0,0.0,15.0,8.0,1.0,3.0,1290.0,68.0,0.0,M,N
10.0,11.0,12.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,41.0,2.0,,,
9.0,85.0,11.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,0.0,2.0,292.0,5.0,0.0,U,Y
16.0,115.0,16.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,2.0,1025.0,2052.0,1.0,F,N
6.0,140.0,24.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,20.0,1.0,2004.0,1.0,0.0,U,Y
5.0,128.0,7.0,0.0,0.0,0.0,0.0,0.0,27.0,4.0,0.0,1.0,4696.0,133.0,,,
14.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0,45.0,,,
6.0,140.0,24.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,20.0,1.0,2004.0,1.0,,,
11.0,123.0,11.0,0.0,3.0,2.0,0.0,0.0,20.0,13.0,2.0,1.0,3682.0,2304.0,,,
20.0,120.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,36.0,4.0,366.0,131.0,2.0,M,N
10.0,142.0,13.0,0.0,0.0,3.0,0.0,0.0,10.0,7.0,2.0,2.0,5.0,32.0,1.0,F,N
34.0,80.0,12.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,4.0,5.0,490.0,312.0,0.0,F,N
10.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,5.0,21.0,1.0,F,N
17.0,77.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,29.0,268.0,0.0,M,N
8.0,34.0,8.0,0.0,2.0,3.0,0.0,0.0,7.0,2.0,0.0,1.0,207.0,494.0,2.0,M,N
20.0,120.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,36.0,4.0,366.0,131.0,,,
25.0,107.0,21.0,0.0,0.0,3.0,0.0,0.0,19.0,4.0,0.0,3.0,1745.0,238.0,,,
30.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,731.0,666.0,,,
13.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,97.0,164.0,3.0,M,N
24.0,134.0,22.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,3.0,1033.0,2821.0,0.0,F,N
24.0,134.0,22.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,3.0,1033.0,2821.0,,,
20.0,150.0,10.0,0.0,0.0,0.0,0.0,0.0,25.0,9.0,13.0,3.0,13015.0,3680.0,,,
3.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,8868.0,489.0,,,
25.0,49.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,4.0,1532.0,2791.0,1.0,F,N
13.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,393.0,1843.0,1.0,F,N
16.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3753.0,3.0,,,
31.0,64.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,736.0,38.0,3.0,U,Y
12.0,134.0,22.0,0.0,0.0,3.0,0.0,0.0,31.0,3.0,0.0,2.0,337.0,13.0,,,
17.0,38.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,571.0,1049.0,3.0,F,N
35.0,150.0,21.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,5.0,15.0,25.0,1.0,U,Y
20.0,101.0,17.0,0.0,0.0,0.0,2.0,0.0,12.0,4.0,0.0,4.0,120.0,116.0,,,
11.0,70.0,17.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,1.0,144.0,68.0,,,
17.0,132.0,16.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,2.0,359.0,15.0,,,
24.0,116.0,25.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,2.0,3.0,3900.0,33.0,,,
28.0,81.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,4.0,16808.0,298.0,,,
21.0,149.0,20.0,0.0,0.0,0.0,0.0,0.0,33.0,5.0,0.0,2.0,2175.0,5802.0,,,
19.0,120.0,17.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,1837.0,907.0,2.0,U,Y
5.0,140.0,13.0,0.0,0.0,0.0,0.0,0.0,33.0,2.0,10.0,1.0,5291.0,987.0,,,
11.0,65.0,12.0,0.0,2.0,0.0,0.0,0.0,10.0,1.0,0.0,2.0,45.0,43.0,0.0,M,N
14.0,85.0,14.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0,7.0,1.0,230.0,15.0,0.0,M,N
18.0,29.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,259.0,636.0,,,
15.0,97.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,45.0,345.0,,,
14.0,85.0,14.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0,7.0,1.0,246.0,15.0,,,
11.0,65.0,12.0,0.0,2.0,0.0,0.0,0.0,10.0,1.0,0.0,2.0,299.0,43.0,,,
14.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,335.0,2.0,M,N
9.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,60.0,62.0,0.0,M,N
17.0,13.0,13.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,44.0,39.0,,,
13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,606.0,819.0,2.0,F,N
23.0,155.0,8.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,1.0,7.0,1733.0,1140.0,3.0,F,N
11.0,0.0,16.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,315.0,1138.0,3.0,F,N
20.0,160.0,13.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,3.0,1943.0,4628.0,1.0,M,N
12.0,33.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,2.0,702.0,3299.0,1.0,F,N
11.0,7.0,14.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,312.0,2039.0,0.0,M,N
13.0,140.0,14.0,0.0,0.0,2.0,0.0,0.0,22.0,0.0,0.0,2.0,802.0,1210.0,2.0,M,N
39.0,70.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,6.0,707.0,970.0,,,
7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,235.0,1048.0,2.0,F,N
14.0,46.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,2.0,2002.0,1646.0,,,
3.0,81.0,11.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,18.0,1.0,8609.0,2047.0,,,
29.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,3635.0,1018.0,,,
23.0,145.0,9.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,2.0,161.0,222.0,,,
11.0,63.0,20.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,2.0,382.0,316.0,,,
15.0,78.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,2.0,532087.0,120.0,,,
25.0,72.0,13.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,138.0,20.0,3.0,U,Y
7.0,29.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1496.0,1684.0,,,
15.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,378.0,917.0,1.0,M,N
15.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,378.0,917.0,,,
8.0,101.0,11.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,17.0,1.0,14384.0,1323.0,3.0,U,Y
8.0,101.0,11.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,17.0,1.0,14384.0,1323.0,,,
23.0,145.0,9.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,2.0,162.0,222.0,3.0,U,Y
24.0,149.0,22.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,24.0,3.0,1824.0,3269.0,,,
9.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,340.0,2927.0,1.0,M,N
7.0,26.0,7.0,1.0,3.0,3.0,0.0,0.0,6.0,1.0,0.0,1.0,469.0,310.0,,,
21.0,105.0,18.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,11.0,3.0,1766.0,1658.0,1.0,M,N
21.0,105.0,18.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,11.0,3.0,1766.0,1658.0,,,
13.0,34.0,15.0,0.0,3.0,3.0,0.0,0.0,8.0,0.0,0.0,2.0,289.0,550.0,1.0,M,N
13.0,34.0,15.0,0.0,3.0,3.0,0.0,0.0,8.0,0.0,0.0,2.0,289.0,550.0,,,
12.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,160.0,1.0,F,N
33.0,55.0,19.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,586.0,662.0,,,
23.0,138.0,16.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3.0,686.0,112.0,,,
56.0,136.0,21.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,0.0,10.0,2905.0,744.0,3.0,U,Y
19.0,143.0,10.0,0.0,0.0,3.0,0.0,0.0,16.0,15.0,0.0,4.0,1475.0,45.0,0.0,M,N
18.0,145.0,18.0,0.0,0.0,2.0,0.0,0.0,20.0,0.0,11.0,3.0,914.0,34.0,,,
12.0,145.0,15.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,2.0,17.0,19.0,,,
11.0,127.0,12.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,2.0,1.0,485.0,46.0,,,
11.0,150.0,12.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,19460.0,710.0,,,
11.0,153.0,12.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,2.0,248.0,314.0,3.0,M,N
44.0,124.0,11.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,3.0,7.0,975.0,24.0,,,
7.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0,F,N
3.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,7.0,7.0,1.0,M,N
