total_chars_name,total_chars_description,total_chars_username,name_equals_username,total_numbers_name,total_numbers_username,total_emojis_name,total_emojis_username,total_words_description,total_emojis_description,total_numbers_description,total_words_name,followers,friends,age,gen,org,bot_score
9.0,94.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,330.0,1198.0,3.0,M,N,1.1928653170033454
15.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,141.0,189.0,0.0,M,N,2.800897762647362
11.0,22.0,15.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,227.0,801.0,0.0,M,N,1.2873143032357666
7.0,48.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,20.0,68.0,1.0,M,N,2.496102171453461
14.0,148.0,15.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,12.0,4.0,1361.0,1918.0,2.0,U,Y,1.5249245978312458
20.0,14.0,13.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,8.0,3.0,247.0,2685.0,1.0,M,N,2.824290666260512
16.0,52.0,13.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,2.0,76.0,841.0,2.0,F,N,2.893190589114558
2.0,85.0,12.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,1.0,548.0,664.0,3.0,M,N,0.0370909549225495
13.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,14.0,14.0,0.0,M,N,3.2172244031390536
13.0,134.0,13.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,9.0,2.0,3020.0,680.0,1.0,F,N,0.053047029006108
9.0,81.0,12.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,2.0,887.0,163.0,2.0,U,Y,0.0388009805463712
19.0,61.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,3.0,13234.0,896.0,2.0,F,N,0.0723184210723559
19.0,143.0,12.0,0.0,0.0,1.0,0.0,0.0,12.0,6.0,0.0,3.0,15631.0,7500.0,1.0,M,N,0.3355566505309199
6.0,62.0,10.0,0.0,0.0,2.0,0.0,0.0,12.0,2.0,0.0,1.0,534.0,589.0,2.0,M,N,0.1701903100996088
13.0,71.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1021.0,938.0,3.0,M,N,0.0347978050533431
5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,M,N,4.862695016577596
14.0,65.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,2.0,56.0,392.0,3.0,M,N,0.834506473595481
11.0,10.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,8.0,0.0,F,N,4.344470443308827
12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,84.0,1.0,F,N,4.854352806009722
5.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,125.0,0.0,U,Y,4.627874561994609
10.0,136.0,10.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,2.0,89.0,136.0,0.0,M,N,1.1532947028090397
12.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,261.0,370.0,1.0,M,N,0.1652767984708142
15.0,141.0,15.0,0.0,0.0,4.0,0.0,0.0,18.0,4.0,10.0,3.0,560.0,1279.0,1.0,M,N,0.3802221062106881
7.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,1.0,F,N,4.964550147692034
6.0,38.0,15.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,1.0,124.0,228.0,1.0,F,N,2.169264690181322
16.0,11.0,14.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,279.0,6749.0,0.0,M,N,1.27135523619802
11.0,0.0,15.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,1.0,M,N,4.8533333333333335
14.0,0.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,18.0,2.0,F,N,4.917015327184503
20.0,127.0,15.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,619.0,678.0,0.0,M,N,0.993741383365968
18.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,M,N,4.88376864229045
21.0,0.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,16.0,3.0,M,N,4.825
15.0,38.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,199.0,618.0,3.0,M,N,0.8984577266124233
6.0,25.0,9.0,0.0,0.0,3.0,0.0,0.0,6.0,2.0,0.0,1.0,118.0,270.0,2.0,F,N,1.1121935487420238
15.0,8.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,504.0,3.0,M,N,3.4960144333871845
8.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,119.0,235.0,3.0,M,N,2.776976199492477
13.0,153.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,2.0,2125.0,1015.0,0.0,M,N,0.5910917583588815
5.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230.0,166.0,1.0,M,N,1.9603953637251412
10.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,208.0,1849.0,1.0,F,N,2.2496581288399256
19.0,32.0,15.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,3.0,536.0,1838.0,1.0,F,N,1.0552567194292717
6.0,84.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,33.0,123.0,1.0,F,N,1.6887613747554235
4.0,46.0,15.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,1.0,50.0,59.0,0.0,M,N,2.5076734833872543
14.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,185.0,130.0,0.0,F,N,2.664163910722601
7.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,725.0,1330.0,0.0,F,N,2.1985675712262926
23.0,35.0,15.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,5.0,940.0,830.0,1.0,F,N,1.0465964411912343
9.0,81.0,12.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,2.0,887.0,163.0,,,,0.0388009805463712
14.0,148.0,15.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,12.0,4.0,1361.0,1918.0,3.0,U,Y,1.5249245978312458
14.0,143.0,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,1041.0,381.0,0.0,M,N,0.8007640996495263
4.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,428.0,229.0,3.0,F,N,0.8192334280223457
13.0,0.0,12.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,87.0,59.0,3.0,M,N,4.179059368191721
19.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,235.0,2083.0,2.0,M,N,0.6993423417174099
14.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,677.0,1344.0,1.0,M,N,2.275996188908276
1.0,25.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,146.0,52.0,1.0,F,N,1.815911014030385
10.0,0.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,M,N,4.989943373254104
13.0,71.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1021.0,938.0,3.0,M,N,0.0347978050533431
2.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,1.0,63.0,117.0,0.0,F,N,1.6253405653931197
9.0,63.0,10.0,0.0,1.0,1.0,0.0,0.0,11.0,1.0,0.0,1.0,29.0,50.0,0.0,F,N,2.8859800722000624
7.0,0.0,9.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,3759.0,1.0,M,N,2.5654398780483283
12.0,0.0,12.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,52.0,0.0,F,N,4.949669312169312
2.0,52.0,15.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,1240.0,71.0,0.0,F,N,0.7853826349044135
14.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,597.0,663.0,3.0,M,N,2.203111438544505
8.0,61.0,15.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,693.0,347.0,1.0,M,N,0.723131852897495
19.0,94.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,635.0,576.0,3.0,U,Y,0.8097868289930538
12.0,160.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,2.0,210.0,3163.0,0.0,F,N,0.7987505603597594
3.0,158.0,10.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,2.0,1.0,544.0,3210.0,0.0,M,N,0.7793173608225035
4.0,70.0,7.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,1.0,68.0,19.0,0.0,M,N,2.1379028022030817
12.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,38.0,0.0,M,N,4.509765557359308
4.0,51.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,3921.0,681.0,0.0,F,N,0.4304787082633127
6.0,93.0,12.0,0.0,0.0,3.0,0.0,0.0,6.0,3.0,0.0,1.0,46.0,551.0,0.0,M,N,2.9478963015885293
6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1346.0,566.0,0.0,F,N,0.8043752298491286
10.0,85.0,12.0,0.0,1.0,3.0,0.0,0.0,14.0,1.0,3.0,1.0,35.0,595.0,0.0,F,N,1.8502250872339705
14.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,605.0,2339.0,1.0,F,N,1.9025573613411064
10.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,29.0,3.0,M,N,4.911889892628436
1.0,26.0,10.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,362.0,497.0,2.0,F,N,1.30364859010895
10.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,46.0,45.0,0.0,F,N,1.7688691937215055
10.0,0.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,U,Y,4.979245011891208
15.0,39.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,127.0,459.0,3.0,M,N,0.9387476387176212
9.0,59.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,61.0,443.0,2.0,M,N,1.7944094615612678
10.0,0.0,15.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,F,N,4.937803391870595
8.0,59.0,15.0,0.0,0.0,1.0,2.0,0.0,13.0,0.0,0.0,1.0,33.0,197.0,1.0,F,N,2.43004540136441
10.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,79.0,3.0,M,N,4.15514375
14.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,106.0,182.0,1.0,F,N,2.6097185013340662
3.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,195.0,1.0,M,N,4.444775530309854
11.0,12.0,11.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,18.0,0.0,M,N,4.383615738182018
12.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,80.0,0.0,M,N,4.854607843137255
4.0,42.0,11.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,2.0,111.0,186.0,0.0,M,N,0.8774406372140414
12.0,158.0,12.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,64.0,194.0,3.0,M,N,2.0436048082913807
18.0,123.0,14.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,3.0,270.0,865.0,2.0,F,N,1.3122901455980274
18.0,15.0,12.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,2.0,223.0,170.0,1.0,M,N,1.640361142552388
7.0,171.0,7.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,4.0,1.0,509.0,233.0,2.0,F,N,0.9509156813184166
5.0,0.0,11.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,46.0,0.0,U,Y,4.753756386273661
8.0,107.0,12.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,296.0,1184.0,3.0,U,Y,0.750606910321906
3.0,132.0,11.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,4.0,2.0,798.0,2420.0,0.0,M,N,1.1318250460023922
15.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,368.0,602.0,3.0,M,N,0.1379288857431715
8.0,143.0,13.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,1.0,9.0,0.0,1.0,F,N,4.619176234862941
3.0,52.0,14.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,3.0,1.0,887.0,984.0,3.0,U,Y,0.6098728760828814
5.0,35.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,59.0,52.0,0.0,F,N,2.0971366785829804
8.0,25.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,135.0,135.0,1.0,M,N,1.2961232344916946
7.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,3.0,0.0,F,N,4.323518407646518
15.0,127.0,9.0,0.0,0.0,2.0,0.0,0.0,22.0,2.0,0.0,3.0,37.0,127.0,1.0,U,Y,1.174898199144772
4.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,232.0,453.0,1.0,M,N,2.254493928292619
15.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49.0,100.0,0.0,F,N,4.485
4.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,917.0,356.0,0.0,F,N,0.6484118349733126
8.0,7.0,13.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,33.0,141.0,1.0,M,N,3.5742684893980736
5.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,605.0,816.0,0.0,M,N,0.7115137979006941
10.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,302.0,1.0,F,N,4.584366648209671
18.0,84.0,15.0,0.0,0.0,5.0,0.0,0.0,17.0,0.0,0.0,3.0,43.0,233.0,1.0,F,N,2.83457850054118
7.0,44.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,3.0,1.0,969.0,159.0,2.0,M,N,1.03741367309913
11.0,12.0,9.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,484.0,3448.0,1.0,M,N,1.6723234721990117
8.0,38.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,2.0,596.0,275.0,1.0,M,N,0.7979423304411282
11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,146.0,3.0,M,N,4.02364364235095
3.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,38.0,1.0,F,N,4.520772202703844
14.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,109.0,380.0,1.0,M,N,0.979102500034737
13.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,92.0,157.0,3.0,M,N,1.2580893860875615
16.0,136.0,14.0,0.0,0.0,2.0,0.0,0.0,18.0,17.0,0.0,2.0,416.0,460.0,2.0,M,N,0.0630971184967854
19.0,39.0,13.0,0.0,0.0,4.0,0.0,0.0,8.0,5.0,0.0,2.0,31.0,127.0,3.0,M,N,4.114965086850591
16.0,148.0,13.0,0.0,0.0,3.0,0.0,0.0,27.0,0.0,0.0,3.0,122.0,361.0,3.0,M,N,2.458648649496329
18.0,50.0,13.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,3.0,1641.0,961.0,1.0,M,N,1.5973212426960792
3.0,104.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,16.0,13.0,0.0,M,N,2.326335039334656
2.0,0.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,149.0,23.0,1.0,U,Y,4.004277777777777
1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,132.0,1.0,U,Y,3.791184756184756
9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,13.0,3.0,M,N,4.947208691611381
13.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,52.0,,,,4.738301728435083
7.0,1.0,11.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,109.0,128.0,,,,3.030521048960293
10.0,94.0,12.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,3.0,81.0,84.0,0.0,M,N,1.5415503733815017
10.0,22.0,15.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,1.0,84.0,187.0,2.0,M,N,2.941243042437596
15.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,25.0,1.0,F,N,4.861056536711965
23.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,,,,4.768521836262955
7.0,154.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,4.0,1.0,875.0,2717.0,2.0,M,N,0.6178859189063624
17.0,0.0,14.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,3.0,20.0,78.0,0.0,M,N,4.70625
12.0,115.0,14.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,0.0,2.0,315.0,1952.0,1.0,F,N,0.2911248468584348
15.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,114.0,173.0,1.0,M,N,0.8641479574028671
2.0,21.0,10.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,1.0,661.0,1871.0,3.0,U,Y,1.4656408826982723
13.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,19.0,0.0,M,N,4.952184206697689
16.0,33.0,15.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,3.0,62.0,292.0,1.0,F,N,1.2702611028717945
12.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,70.0,9.0,3.0,M,N,2.403933807493379
4.0,27.0,7.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,493.0,149.0,1.0,F,N,0.788299830362521
28.0,102.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,1.0,1.0,5.0,0.0,M,N,4.6357987690464135
9.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,39.0,0.0,M,N,4.878765213907926
13.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,82.0,1648.0,0.0,M,N,1.3880611148022426
5.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,10728.0,768.0,3.0,M,N,0.365565513119972
14.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,334.0,559.0,2.0,M,N,0.6992191640674111
16.0,148.0,13.0,0.0,0.0,3.0,0.0,0.0,27.0,0.0,0.0,3.0,122.0,361.0,3.0,M,N,2.458648649496329
11.0,92.0,15.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,7.0,1.0,1.0,8.0,0.0,U,Y,4.825832268764857
6.0,0.0,15.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,62.0,1.0,F,N,4.84
14.0,71.0,8.0,0.0,0.0,1.0,0.0,0.0,11.0,8.0,0.0,2.0,125.0,286.0,2.0,M,N,0.1962280772711577
8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,86.0,207.0,1.0,F,N,1.525602096201966
16.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,122.0,371.0,2.0,U,Y,2.868574942239275
26.0,138.0,11.0,0.0,0.0,0.0,1.0,0.0,23.0,1.0,2.0,7.0,1537.0,2545.0,0.0,F,N,0.3038803089484188
13.0,57.0,15.0,0.0,0.0,5.0,0.0,0.0,10.0,3.0,6.0,2.0,0.0,12.0,1.0,M,N,4.827350994958674
16.0,85.0,10.0,0.0,0.0,2.0,0.0,0.0,16.0,1.0,0.0,2.0,237.0,193.0,2.0,M,N,1.1061638351240477
8.0,0.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,158.0,0.0,F,N,4.7558541666666665
1.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,33.0,45.0,0.0,M,N,2.120101894376284
11.0,54.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,2.0,635.0,395.0,2.0,M,N,0.7375493842417097
10.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,181.0,181.0,0.0,M,N,2.9646584382075885
7.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93.0,90.0,1.0,M,N,3.1933333333333334
4.0,29.0,10.0,0.0,0.0,2.0,0.0,0.0,6.0,4.0,4.0,1.0,100.0,364.0,1.0,M,N,3.731333852534149
20.0,148.0,13.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,3.0,8.0,214.0,2.0,M,N,3.808751940701385
14.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,102.0,1493.0,1.0,M,N,2.688738247863248
3.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,20.0,0.0,M,N,4.754835164835165
11.0,51.0,11.0,0.0,2.0,4.0,0.0,0.0,8.0,0.0,0.0,1.0,50.0,143.0,0.0,U,Y,3.099360547368068
8.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,26.0,1.0,F,N,4.943916249128122
20.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,2.0,F,N,4.853721836262955
11.0,27.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,3357.0,1899.0,1.0,F,N,0.4371640771311719
18.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,250.0,561.0,1.0,M,N,1.390087509948249
16.0,158.0,14.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,2.0,212.0,781.0,1.0,F,N,1.4339435661757471
16.0,0.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,108.0,215.0,2.0,M,N,3.1767857522594367
15.0,76.0,11.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,4.0,2.0,2.0,29.0,0.0,F,N,4.027178547528028
7.0,36.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,180.0,409.0,3.0,M,N,0.1781097770603373
5.0,68.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,1.0,97.0,346.0,0.0,M,N,1.052621207901399
6.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,11.0,16.0,0.0,F,N,3.2535253607337
7.0,0.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,56.0,3.0,F,N,4.863333333333333
16.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,61.0,0.0,M,N,4.82613797201127
4.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,1.0,M,N,4.598566001658276
15.0,46.0,15.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,2.0,228.0,1516.0,1.0,M,N,1.3621017017504538
5.0,28.0,15.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,M,N,4.298508171774293
42.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,22.0,2.0,M,N,4.498605267199017
15.0,43.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1206.0,1063.0,1.0,M,N,0.0739557780210964
8.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,64.0,90.0,0.0,F,N,2.756467500173103
27.0,110.0,13.0,0.0,0.0,0.0,1.0,0.0,15.0,1.0,0.0,4.0,138.0,374.0,0.0,M,N,0.718514418741189
28.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,4.0,912.0,563.0,3.0,F,N,0.9492178779796778
10.0,153.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,4.0,1.0,41458.0,492.0,3.0,U,Y,0.5216553823083664
20.0,51.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,116.0,86.0,2.0,M,N,1.7331032875908647
8.0,146.0,8.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,979.0,980.0,3.0,M,N,1.0906643007961423
15.0,44.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,653.0,1194.0,3.0,M,N,0.9666981276908154
4.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,851.0,910.0,1.0,M,N,1.4994960565904276
28.0,84.0,15.0,0.0,0.0,8.0,0.0,0.0,15.0,2.0,3.0,3.0,148.0,25.0,0.0,F,N,2.647723133494128
11.0,145.0,13.0,0.0,0.0,3.0,0.0,0.0,18.0,0.0,7.0,2.0,2764.0,1198.0,3.0,F,N,0.4155325076352306
10.0,138.0,11.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,2.0,13.0,112.0,0.0,M,N,2.923387848105377
9.0,17.0,14.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,44.0,144.0,0.0,M,N,3.195014476129816
7.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,223.0,0.0,M,N,3.7397260490015767
11.0,75.0,10.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,7162.0,361.0,1.0,M,N,0.5009223235184657
